Agency,Agency Type,Distribution Channel,Duration,Destination,Net Sales,Commision (in value),Age,Claim,Product_Category
EPX,Travel Agency,Online,54,Asia,29.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,73,Asia,16.0,0.0,36,1,Cancellation
EPX,Travel Agency,Online,28,Asia,11.0,0.0,31,0,Cancellation
JZI,Airlines,Online,25,Asia,22.0,7.7,34,0,Value Plan
EPX,Travel Agency,Online,9,Asia,112.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,57,Asia,40.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,15,North America,63.0,0.0,34,0,Cancellation
JZI,Airlines,Online,39,Oceania,69.0,24.15,54,0,Value Plan
EPX,Travel Agency,Online,36,Asia,30.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,71,Asia,62.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,6,Asia,10.0,0.0,33,0,Cancellation
EPX,Travel Agency,Online,21,Asia,42.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,12,Asia,29.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,87,Asia,10.0,0.0,40,0,Cancellation
CWT,Travel Agency,Online,36,Oceania,128.7,77.22,31,0,Rental
EPX,Travel Agency,Online,38,Asia,50.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,39,Asia,13.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,286,Oceania,64.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,50,Europe,29.7,17.82,64,0,Rental
EPX,Travel Agency,Online,35,North America,112.0,0.0,32,0,Comprehensive
EPX,Travel Agency,Online,3,Oceania,80.0,0.0,36,0,Cancellation
C2B,Airlines,Online,42,Asia,88.5,22.13,29,0,Value Plan
C2B,Airlines,Online,6,Asia,13.5,3.38,26,1,Value Plan
CWT,Travel Agency,Online,60,Oceania,108.9,65.34,31,0,Rental
EPX,Travel Agency,Online,13,Asia,10.0,0.0,44,0,Cancellation
C2B,Airlines,Online,51,Asia,47.5,11.88,55,0,Value Plan
EPX,Travel Agency,Online,5,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,17,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,17,Europe,80.0,0.0,42,0,Cancellation
EPX,Travel Agency,Online,15,Europe,108.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,115,North America,59.4,35.64,46,0,Rental
EPX,Travel Agency,Online,34,Asia,75.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,183,Asia,30.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,68,Europe,29.7,17.82,37,0,Rental
EPX,Travel Agency,Online,133,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,2,Asia,31.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,15,Asia,22.0,7.7,41,0,Value Plan
EPX,Travel Agency,Online,51,Asia,59.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,38.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,91,Asia,47.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,34,Asia,56.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,9,Asia,49.5,29.7,34,0,Rental
C2B,Airlines,Online,12,Asia,41.5,10.38,27,0,Value Plan
KML,Travel Agency,Online,12,Asia,22.0,8.36,48,0,Value Plan
EPX,Travel Agency,Online,133,Asia,41.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,5,Oceania,112.0,0.0,36,0,Comprehensive
SSI,Airlines,Online,135,Asia,10.04,2.81,48,0,Cancellation
EPX,Travel Agency,Online,16,North America,80.0,0.0,30,0,Cancellation
EPX,Travel Agency,Online,85,Asia,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,37,Asia,58.0,20.3,65,0,Value Plan
EPX,Travel Agency,Online,7,Asia,28.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,31,Asia,12.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,60,Asia,21.0,0.0,36,0,Comprehensive
TST,Travel Agency,Offline,29,Asia,0.0,10.5,60,0,Single Trip
EPX,Travel Agency,Online,21,Asia,10.0,0.0,21,0,Cancellation
EPX,Travel Agency,Online,145,Asia,49.0,0.0,35,0,Comprehensive
C2B,Airlines,Online,29,Asia,56.5,14.13,36,0,Value Plan
EPX,Travel Agency,Online,79,Asia,20.0,0.0,34,0,Comprehensive
C2B,Airlines,Online,4,Asia,13.5,3.38,24,0,Value Plan
EPX,Travel Agency,Online,24,Asia,20.0,0.0,61,0,Comprehensive
EPX,Travel Agency,Online,226,Asia,20.0,0.0,46,0,Comprehensive
CWT,Travel Agency,Online,28,Oceania,49.5,29.7,31,0,Rental
EPX,Travel Agency,Online,4,Asia,25.0,0.0,50,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,54.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,84,Oceania,108.9,65.34,31,0,Rental
EPX,Travel Agency,Online,73,Asia,52.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,27,Asia,13.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,25,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,5,Oceania,30.0,0.0,61,0,Cancellation
EPX,Travel Agency,Online,21,Asia,10.0,0.0,40,0,Cancellation
C2B,Airlines,Online,16,Asia,22.0,5.5,28,0,Value Plan
EPX,Travel Agency,Online,8,Asia,52.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,7,Asia,11.0,0.0,44,0,Cancellation
EPX,Travel Agency,Online,36,Asia,21.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,38,Europe,95.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,133,Asia,29.7,17.82,31,0,Rental
EPX,Travel Agency,Online,64,Asia,20.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,49,Asia,38.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,73,Oceania,64.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,4,Asia,56.0,0.0,42,0,Comprehensive
EPX,Travel Agency,Online,30,Asia,13.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,43,North America,80.0,0.0,45,0,Cancellation
EPX,Travel Agency,Online,113,Europe,30.0,0.0,36,0,Cancellation
JZI,Airlines,Online,59,Oceania,35.0,12.25,33,0,Value Plan
EPX,Travel Agency,Online,13,Asia,26.0,0.0,36,0,Comprehensive
SSI,Airlines,Online,14,Asia,0.77,0.22,48,0,Cancellation
CWT,Travel Agency,Online,40,Oceania,9.9,5.94,25,0,Rental
EPX,Travel Agency,Online,23,North America,81.0,0.0,26,0,Comprehensive
CWT,Travel Agency,Online,5,North America,9.9,5.94,53,0,Rental
CWT,Travel Agency,Online,27,Asia,0.0,65.34,55,0,Rental
CWT,Travel Agency,Online,34,Europe,29.7,17.82,27,0,Rental
EPX,Travel Agency,Online,101,Europe,79.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,3,Asia,15.0,3.75,44,1,Value Plan
EPX,Travel Agency,Online,2,Asia,21.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,8,Asia,26.0,9.1,25,0,Value Plan
EPX,Travel Agency,Online,42,Asia,25.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,27,North America,80.0,0.0,44,0,Cancellation
EPX,Travel Agency,Online,242,North America,112.0,0.0,25,0,Comprehensive
JZI,Airlines,Online,32,Asia,52.0,18.2,28,0,Value Plan
JZI,Airlines,Online,22,Asia,22.0,7.7,56,0,Value Plan
EPX,Travel Agency,Online,52,North America,0.0,0.0,39,0,Comprehensive
EPX,Travel Agency,Online,5,Asia,19.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,10,Oceania,69.3,41.58,36,0,Rental
EPX,Travel Agency,Online,92,Asia,25.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,25,Asia,14.0,0.0,28,0,Cancellation
EPX,Travel Agency,Online,61,North America,10.0,0.0,30,0,Cancellation
EPX,Travel Agency,Online,51,North America,77.0,0.0,48,0,Cancellation
JZI,Airlines,Online,12,Asia,18.0,6.3,28,0,Value Plan
EPX,Travel Agency,Online,97,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,26,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,59,North America,80.0,0.0,29,0,Cancellation
EPX,Travel Agency,Online,42,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,20,Oceania,41.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,9,Asia,20.0,0.0,69,0,Cancellation
C2B,Airlines,Online,34,Asia,68.5,17.13,53,0,Value Plan
EPX,Travel Agency,Online,2,Asia,10.0,0.0,19,0,Cancellation
EPX,Travel Agency,Online,29,Asia,20.0,0.0,66,0,Comprehensive
JZI,Airlines,Online,4,Asia,18.0,6.3,39,0,Value Plan
JWT,Airlines,Online,10,Asia,50.0,20.0,118,0,Value Plan
EPX,Travel Agency,Online,8,Asia,35.0,0.0,36,0,Comprehensive
LWC,Travel Agency,Online,8,Asia,0.0,22.91,33,0,Single Trip
C2B,Airlines,Online,65,Asia,125.5,31.38,40,0,Value Plan
CWT,Travel Agency,Online,7,Oceania,0.0,29.7,42,0,Rental
CWT,Travel Agency,Online,27,Oceania,39.6,23.76,49,0,Rental
JZI,Airlines,Online,80,Asia,52.0,18.2,27,0,Value Plan
C2B,Airlines,Online,15,Asia,17.0,4.25,22,0,Value Plan
EPX,Travel Agency,Online,33,Asia,14.0,0.0,36,0,Cancellation
C2B,Airlines,Online,29,Asia,27.0,6.75,30,0,Value Plan
EPX,Travel Agency,Online,43,Asia,17.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,107,Asia,23.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,31,Europe,9.9,5.94,66,0,Rental
EPX,Travel Agency,Online,157,Asia,66.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,163,Asia,24.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,99,Oceania,89.1,53.46,31,0,Rental
JZI,Airlines,Online,7,Asia,26.0,9.1,49,0,Value Plan
EPX,Travel Agency,Online,75,Asia,65.0,0.0,36,0,Comprehensive
CBH,Travel Agency,Offline,24,Asia,0.0,9.57,69,0,Comprehensive
CBH,Travel Agency,Offline,36,Asia,29.0,9.57,63,0,Comprehensive
JZI,Airlines,Online,41,Asia,26.0,9.1,36,0,Value Plan
CWT,Travel Agency,Online,58,Asia,29.7,17.82,42,0,Rental
JZI,Airlines,Online,27,Asia,37.0,12.95,42,0,Value Plan
C2B,Airlines,Online,31,Asia,69.5,17.38,42,0,Value Plan
C2B,Airlines,Online,13,Asia,13.5,3.38,55,0,Value Plan
EPX,Travel Agency,Online,54,Oceania,73.0,0.0,35,0,Comprehensive
LWC,Travel Agency,Online,18,Asia,25.0,16.25,34,0,Single Trip
JZI,Airlines,Online,72,Asia,33.0,11.55,35,0,Value Plan
EPX,Travel Agency,Online,12,Asia,46.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,14,Europe,80.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,23,Asia,10.0,0.0,27,0,Cancellation
EPX,Travel Agency,Online,13,Asia,13.0,0.0,29,0,Cancellation
CWT,Travel Agency,Online,8,North America,9.9,5.94,50,0,Rental
CWT,Travel Agency,Online,6,Asia,19.8,11.88,51,0,Rental
RAB,Airlines,Online,19,Asia,0.0,6.0,58,0,Value Plan
EPX,Travel Agency,Online,12,Oceania,80.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,6,Asia,22.0,0.0,29,0,Comprehensive
JWT,Airlines,Online,5,Asia,78.0,31.2,118,0,Value Plan
CWT,Travel Agency,Online,83,Asia,0.0,29.7,31,0,Rental
JZI,Airlines,Online,23,Asia,58.0,20.3,47,0,Value Plan
EPX,Travel Agency,Online,105,Asia,51.0,0.0,36,0,Cancellation
LWC,Travel Agency,Online,36,Asia,50.5,32.83,20,0,Single Trip
CWT,Travel Agency,Online,10,Oceania,79.2,47.52,32,0,Rental
EPX,Travel Agency,Online,156,Asia,32.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,26,Europe,188.1,112.86,54,0,Rental
EPX,Travel Agency,Online,10,Asia,18.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,52,Oceania,89.1,53.46,42,0,Rental
EPX,Travel Agency,Online,5,Asia,38.0,0.0,62,0,Comprehensive
EPX,Travel Agency,Online,33,Asia,20.0,0.0,26,0,Comprehensive
JZI,Airlines,Online,59,Asia,37.0,12.95,40,0,Value Plan
CWT,Travel Agency,Online,35,Asia,19.8,11.88,37,0,Rental
EPX,Travel Agency,Online,48,Europe,42.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,81,Asia,20.0,0.0,64,0,Comprehensive
EPX,Travel Agency,Online,27,Asia,75.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,11,Asia,28.0,0.0,56,0,Cancellation
CWT,Travel Agency,Online,53,Oceania,59.4,35.64,31,0,Rental
C2B,Airlines,Online,5,Asia,14.95,3.74,66,0,Value Plan
EPX,Travel Agency,Online,29,Asia,21.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,29,Asia,88.5,22.13,33,0,Value Plan
C2B,Airlines,Online,115,Asia,33.5,8.38,40,1,Value Plan
EPX,Travel Agency,Online,33,Asia,25.0,0.0,39,0,Comprehensive
JZI,Airlines,Online,5,Asia,18.0,6.3,52,0,Value Plan
C2B,Airlines,Online,4,Asia,11.5,2.88,18,0,Value Plan
JZI,Airlines,Online,6,Asia,18.0,6.3,36,0,Value Plan
EPX,Travel Agency,Online,142,Asia,28.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,9,Europe,79.2,47.52,45,0,Rental
C2B,Airlines,Online,14,Asia,47.5,11.88,22,1,Value Plan
EPX,Travel Agency,Online,43,Asia,63.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,11,Asia,49.5,29.7,27,0,Rental
EPX,Travel Agency,Online,139,Europe,47.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,57,Asia,38.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,29,Asia,46.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,27,Asia,69.0,17.25,33,1,Value Plan
EPX,Travel Agency,Online,4,North America,0.0,0.0,55,0,Comprehensive
EPX,Travel Agency,Online,12,Asia,48.0,0.0,35,0,Comprehensive
JZI,Airlines,Online,6,Asia,22.0,7.7,57,0,Value Plan
LWC,Travel Agency,Online,3,Asia,26.5,17.23,32,0,Single Trip
CBH,Travel Agency,Offline,62,Asia,29.0,9.57,38,0,Comprehensive
EPX,Travel Agency,Online,26,Oceania,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,15,Asia,22.0,7.7,66,0,Value Plan
CWT,Travel Agency,Online,27,Oceania,79.2,47.52,29,0,Rental
C2B,Airlines,Online,51,Asia,161.0,40.25,33,0,Value Plan
EPX,Travel Agency,Online,34,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,48,North America,112.0,0.0,44,0,Comprehensive
C2B,Airlines,Online,30,Asia,59.15,14.79,27,0,Value Plan
EPX,Travel Agency,Online,13,Asia,20.0,0.0,36,0,Cancellation
C2B,Airlines,Online,35,Asia,13.5,3.38,22,0,Value Plan
EPX,Travel Agency,Online,10,Asia,57.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,66,Asia,11.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,19,Asia,13.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,5,Europe,0.0,23.76,31,0,Rental
EPX,Travel Agency,Online,202,Europe,70.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,21,Europe,78.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,23,Asia,19.8,11.88,38,0,Rental
C2B,Airlines,Online,33,Asia,26.5,6.63,32,0,Value Plan
C2B,Airlines,Online,6,Asia,13.5,3.38,60,0,Value Plan
EPX,Travel Agency,Online,13,Asia,37.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,72,Asia,72.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,11,Asia,44.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,12,Asia,40.0,0.0,36,0,Cancellation
C2B,Airlines,Online,13,Asia,47.5,11.88,29,0,Value Plan
EPX,Travel Agency,Online,10,Asia,10.0,0.0,38,0,Cancellation
ART,Airlines,Online,1,Asia,2.21,0.77,48,0,Annual
EPX,Travel Agency,Online,26,Asia,15.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,30,Asia,10.0,0.0,28,0,Cancellation
C2B,Airlines,Online,18,Asia,26.5,6.63,75,0,Value Plan
KML,Travel Agency,Online,34,Asia,29.0,11.02,48,0,Value Plan
EPX,Travel Agency,Online,241,Asia,10.0,0.0,36,0,Cancellation
JZI,Airlines,Online,26,Asia,69.0,24.15,50,0,Value Plan
EPX,Travel Agency,Online,13,Asia,16.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,5,Asia,9.9,5.94,58,0,Rental
C2B,Airlines,Online,10,Asia,54.5,13.63,43,0,Value Plan
EPX,Travel Agency,Online,11,Oceania,55.0,0.0,36,0,Cancellation
C2B,Airlines,Online,6,Asia,20.0,5.0,26,0,Value Plan
EPX,Travel Agency,Online,35,Oceania,20.0,0.0,29,0,Comprehensive
EPX,Travel Agency,Online,30,Asia,20.0,0.0,23,0,Comprehensive
EPX,Travel Agency,Online,3,Asia,27.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,14,Asia,49.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,3,Asia,10.0,0.0,45,0,Cancellation
JWT,Airlines,Online,6,Asia,31.0,12.4,118,0,Value Plan
EPX,Travel Agency,Online,80,Asia,112.0,0.0,30,0,Comprehensive
EPX,Travel Agency,Online,23,Asia,27.0,0.0,35,0,Comprehensive
CWT,Travel Agency,Online,26,Oceania,0.0,17.82,51,0,Rental
CWT,Travel Agency,Online,73,Asia,39.6,23.76,35,0,Rental
EPX,Travel Agency,Online,47,Asia,80.0,0.0,36,0,Cancellation
JZI,Airlines,Online,88,Asia,44.0,15.4,45,0,Value Plan
C2B,Airlines,Online,364,Asia,216.0,54.0,39,0,Annual
JZI,Airlines,Online,4,Asia,33.0,11.55,59,0,Value Plan
EPX,Travel Agency,Online,78,Asia,20.0,0.0,38,0,Comprehensive
EPX,Travel Agency,Online,16,Asia,70.0,0.0,41,0,Comprehensive
C2B,Airlines,Online,59,Asia,81.0,20.25,25,0,Value Plan
EPX,Travel Agency,Online,3,Europe,21.0,0.0,35,0,Comprehensive
JZI,Airlines,Online,30,Asia,44.0,15.4,52,0,Value Plan
C2B,Airlines,Online,214,Asia,102.0,25.5,50,0,Value Plan
EPX,Travel Agency,Online,31,Asia,20.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,10,Europe,87.0,30.45,34,0,Value Plan
ART,Airlines,Online,351,Asia,29.19,10.22,48,0,Annual
EPX,Travel Agency,Online,52,Asia,10.0,0.0,36,0,Cancellation
CSR,Travel Agency,Offline,137,Asia,29.0,9.57,58,0,Comprehensive
EPX,Travel Agency,Online,40,Asia,78.0,0.0,26,0,Comprehensive
EPX,Travel Agency,Online,32,Asia,28.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,36,Asia,28.0,0.0,36,0,Comprehensive
SSI,Airlines,Online,5,Asia,7.71,2.16,48,0,Cancellation
EPX,Travel Agency,Online,261,Asia,61.0,0.0,31,0,Cancellation
CWT,Travel Agency,Online,37,Oceania,0.0,41.58,34,0,Rental
CWT,Travel Agency,Online,34,Oceania,59.4,35.64,41,0,Rental
EPX,Travel Agency,Online,42,Asia,10.0,0.0,23,0,Cancellation
CWT,Travel Agency,Online,24,Oceania,89.1,53.46,33,0,Rental
JZI,Airlines,Online,6,Asia,18.0,6.3,44,0,Value Plan
EPX,Travel Agency,Online,12,Asia,16.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,13,Asia,20.0,0.0,26,0,Comprehensive
EPX,Travel Agency,Online,48,Asia,26.0,0.0,58,0,Comprehensive
EPX,Travel Agency,Online,11,Asia,11.0,0.0,27,0,Cancellation
EPX,Travel Agency,Online,18,Asia,31.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,32,Asia,67.0,0.0,36,0,Cancellation
C2B,Airlines,Online,28,Asia,33.5,8.38,65,0,Value Plan
CWT,Travel Agency,Online,29,Oceania,9.9,5.94,42,0,Rental
CWT,Travel Agency,Online,49,Asia,29.7,17.82,27,0,Rental
EPX,Travel Agency,Online,38,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,38.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,20.0,0.0,25,0,Comprehensive
EPX,Travel Agency,Online,7,Asia,28.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,135,Europe,59.4,35.64,26,0,Rental
KML,Travel Agency,Online,33,Asia,38.0,14.44,48,0,Value Plan
EPX,Travel Agency,Online,20,Asia,10.0,0.0,39,0,Cancellation
CWT,Travel Agency,Online,16,Asia,19.8,11.88,26,0,Rental
EPX,Travel Agency,Online,17,Asia,34.0,0.0,54,0,Cancellation
EPX,Travel Agency,Online,27,Asia,39.0,0.0,36,0,Cancellation
JZI,Airlines,Online,10,Asia,22.0,7.7,45,0,Value Plan
EPX,Travel Agency,Online,5,Asia,23.0,0.0,25,0,Cancellation
EPX,Travel Agency,Online,58,Asia,20.0,0.0,35,0,Comprehensive
EPX,Travel Agency,Online,10,Asia,20.0,0.0,33,0,Comprehensive
JZI,Airlines,Online,1,Asia,18.0,6.3,64,0,Value Plan
EPX,Travel Agency,Online,250,Europe,80.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,23,Oceania,69.3,41.58,60,0,Rental
KML,Travel Agency,Online,38,Europe,158.0,60.04,48,0,Value Plan
EPX,Travel Agency,Online,8,Asia,10.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,51,Asia,20.0,0.0,37,0,Comprehensive
EPX,Travel Agency,Online,244,Asia,22.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,16,Asia,22.0,7.7,64,0,Value Plan
EPX,Travel Agency,Online,12,North America,10.0,0.0,54,0,Cancellation
EPX,Travel Agency,Online,24,Asia,12.0,0.0,36,0,Cancellation
JZI,Airlines,Online,24,Asia,35.0,12.25,54,0,Value Plan
EPX,Travel Agency,Online,48,Asia,21.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,27,Asia,26.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,11,Asia,43.55,10.89,32,0,Value Plan
EPX,Travel Agency,Online,21,Asia,54.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,11,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,17,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,40,Asia,0.0,0.0,36,0,Comprehensive
RAB,Airlines,Online,56,Asia,23.0,9.2,18,0,Value Plan
EPX,Travel Agency,Online,9,Asia,35.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,30.0,0.0,63,0,Comprehensive
EPX,Travel Agency,Online,95,Asia,112.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,99,Asia,89.1,53.46,31,0,Rental
EPX,Travel Agency,Online,54,Asia,16.0,0.0,22,0,Cancellation
EPX,Travel Agency,Online,19,Asia,47.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,7,Oceania,39.6,23.76,44,0,Rental
EPX,Travel Agency,Online,3,Asia,26.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,20,Asia,22.0,7.7,42,0,Value Plan
EPX,Travel Agency,Online,18,Asia,0.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,18,Asia,19.0,0.0,29,0,Cancellation
CWT,Travel Agency,Online,34,North America,0.0,41.58,36,0,Rental
EPX,Travel Agency,Online,2,South America,20.0,0.0,36,0,Comprehensive
C2B,Airlines,Online,14,Asia,35.5,8.88,33,0,Value Plan
EPX,Travel Agency,Online,27,Asia,43.0,0.0,36,0,Comprehensive
CWT,Travel Agency,Online,6,Asia,29.7,17.82,55,0,Rental
SSI,Airlines,Online,144,Asia,1.99,0.56,48,0,Cancellation
EPX,Travel Agency,Online,13,Asia,10.0,0.0,48,0,Cancellation
C2B,Airlines,Online,364,Asia,382.0,95.5,44,0,Annual
EPX,Travel Agency,Online,7,Asia,23.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,4,Asia,12.0,0.0,23,0,Cancellation
EPX,Travel Agency,Online,145,Asia,15.0,0.0,34,0,Cancellation
EPX,Travel Agency,Online,45,Asia,10.0,0.0,26,0,Cancellation
CWT,Travel Agency,Online,12,Europe,39.6,23.76,50,0,Rental
C2B,Airlines,Online,9,Asia,50.0,12.5,37,0,Value Plan
C2B,Airlines,Online,16,Asia,27.0,6.75,31,0,Value Plan
CWT,Travel Agency,Online,34,Oceania,69.3,41.58,32,0,Rental
EPX,Travel Agency,Online,38,North America,17.0,0.0,57,0,Cancellation
EPX,Travel Agency,Online,173,Asia,41.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,54,Asia,44.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,55,Asia,37.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,6,Asia,20.0,0.0,53,0,Comprehensive
C2B,Airlines,Online,14,Asia,22.5,5.63,25,0,Value Plan
EPX,Travel Agency,Online,76,Asia,33.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,20,Asia,50.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,18,Asia,20.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,1,Asia,16.0,0.0,36,0,Cancellation
CBH,Travel Agency,Offline,265,Asia,29.0,9.57,80,0,Comprehensive
EPX,Travel Agency,Online,76,Asia,28.0,0.0,36,0,Cancellation
EPX,Travel Agency,Online,11,Asia,68.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,28,Asia,18.0,0.0,35,0,Cancellation
CWT,Travel Agency,Online,10,Europe,29.7,17.82,31,0,Rental
EPX,Travel Agency,Online,16,Asia,48.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,28,Oceania,49.5,29.7,45,0,Rental
EPX,Travel Agency,Online,30,Europe,19.0,0.0,36,0,Cancellation
CWT,Travel Agency,Online,7,Asia,19.8,11.88,34,0,Rental
CWT,Travel Agency,Online,174,Europe,89.1,53.46,56,0,Rental
C2B,Airlines,Online,59,Asia,53.5,13.38,29,0,Value Plan
EPX,Travel Agency,Online,16,Asia,46.0,0.0,36,0,Comprehensive
EPX,Travel Agency,Online,6,Asia,44.0,0.0,36,0,Comprehensive
JZI,Airlines,Online,79,Asia,37.0,12.95,39,0,Value Plan
EPX,Travel Agency,Online,11,Asia,10.0,0.0,26,0,Cancellation
EPX,Travel Agency,Online,19,Asia,20.0,0.0,58,0,Comprehensive
CWT,Travel Agency,Online,11,Oceania,79.2,47.52,61,0,Rental
C2B,Airlines,Online,15,Asia,69.0,17.25,30,0,Value Plan
RAB,Airlines,Online,38,Asia,15.0,6.0,32,0,Value Plan
EPX,Travel Agency,Online,48,Asia,50.0,0.0,35,0,Cancellation
EPX,Travel Agency,Online,56,Asia,21.0,0.0,36,0,Cancellation
C2B,Airlines,Online,16,Asia,23.5,5.88,40,0,Value Plan
C2B,Airlines,Online,11,Asia,25.5,6.38,29,0,Value Plan
CWT,Travel Agency,Online,60,Oceania,39.6,23.76,32,0,Rental
EPX,Travel Agency,Online,13,Asia,11.0,0.0,40,0,Cancellation
